Customer ID,Customer Segmentation,Seasonal Trends,Delivery Time,Number of Items Purchased
838,Loyal,Pre-fall shopping,2,6
839,Loyal,Summer preperation,19,9
840,VIP,Summer preperation,16,2
841,VIP,Back to school,6,6
842,New,Back to school,3,8
843,VIP,Summer preperation,2,4
844,Loyal,Pre-fall shopping,2,3
845,New,Pre-fall shopping,16,2
846,New,Christmas present,16,5
847,VIP,Pre-fall shopping,10,6
848,VIP,Pre-fall shopping,2,1
849,New,Summer preperation,8,1
850,New,Back to school,14,1
851,VIP,Summer preperation,27,2
852,New,Pre-fall shopping,29,2
853,New,Christmas present,16,9
854,Loyal,Christmas present,19,9
855,New,Back to school,24,7
856,VIP,Pre-fall shopping,24,4
857,VIP,Back to school,24,2
858,Loyal,Christmas present,19,7
859,VIP,Summer preperation,15,7
860,VIP,Pre-fall shopping,18,9
861,Loyal,Pre-fall shopping,21,4
862,New,Back to school,27,3
863,Loyal,Pre-fall shopping,29,6
864,VIP,Pre-fall shopping,10,9
865,Loyal,Back to school,3,7
866,New,Summer preperation,7,2
867,Loyal,Christmas present,12,5
868,VIP,Summer preperation,21,1
869,Loyal,Summer preperation,22,8
870,Loyal,Back to school,18,5
871,Loyal,Pre-fall shopping,13,7
872,VIP,Pre-fall shopping,6,9
873,New,Back to school,2,5
874,New,Pre-fall shopping,23,2
875,Loyal,Pre-fall shopping,13,2
876,New,Pre-fall shopping,2,3
877,Loyal,Pre-fall shopping,4,1
878,New,Christmas present,27,8
879,VIP,Back to school,26,2
880,Loyal,Pre-fall shopping,8,9
881,New,Summer preperation,27,5
882,New,Back to school,27,4
883,New,Christmas present,15,1
884,New,Pre-fall shopping,21,3
885,New,Back to school,12,6
886,New,Christmas present,11,3
887,Loyal,Back to school,15,7
888,Loyal,Back to school,17,8
889,VIP,Christmas present,7,8
890,New,Summer preperation,8,5
891,New,Christmas present,18,8
892,New,Back to school,10,7
893,Loyal,Christmas present,7,3
894,Loyal,Summer preperation,18,8
895,Loyal,Back to school,6,5
896,VIP,Summer preperation,27,4
897,Loyal,Back to school,14,2
898,New,Back to school,8,8
899,Loyal,Back to school,26,6
900,New,Back to school,11,9
901,VIP,Back to school,8,9
902,New,Christmas present,13,6
903,New,Christmas present,20,7
904,VIP,Summer preperation,13,4
905,VIP,Pre-fall shopping,27,3
906,New,Back to school,28,7
907,New,Pre-fall shopping,5,4
908,VIP,Christmas present,12,3
909,VIP,Pre-fall shopping,14,1
910,Loyal,Pre-fall shopping,17,2
911,VIP,Summer preperation,18,4
912,Loyal,Summer preperation,9,7
913,VIP,Christmas present,27,5
914,VIP,Pre-fall shopping,3,3
915,Loyal,Summer preperation,17,1
916,VIP,Summer preperation,22,4
917,Loyal,Pre-fall shopping,16,5
918,New,Back to school,17,1
919,Loyal,Back to school,16,5
920,Loyal,Back to school,9,2
921,New,Summer preperation,27,5
922,VIP,Christmas present,11,4
923,VIP,Christmas present,26,2
924,New,Summer preperation,16,6
925,VIP,Summer preperation,27,2
926,New,Summer preperation,13,2
927,New,Christmas present,9,1
928,New,Summer preperation,7,5
929,VIP,Summer preperation,8,6
930,Loyal,Pre-fall shopping,21,8
931,VIP,Christmas present,4,7
932,Loyal,Christmas present,13,6
933,VIP,Christmas present,28,7
934,VIP,Summer preperation,2,4
935,Loyal,Summer preperation,12,4
936,VIP,Pre-fall shopping,28,1
937,New,Back to school,29,6
938,New,Christmas present,27,6
939,VIP,Back to school,12,1
940,VIP,Pre-fall shopping,15,2
941,Loyal,Pre-fall shopping,7,3
942,Loyal,Christmas present,7,6
943,VIP,Summer preperation,18,4
944,VIP,Back to school,18,5
945,Loyal,Pre-fall shopping,11,3
946,New,Back to school,26,6
947,Loyal,Back to school,19,3
948,Loyal,Back to school,21,9
949,VIP,Back to school,9,1
950,VIP,Back to school,13,6
951,New,Summer preperation,24,1
952,New,Christmas present,18,8
953,New,Summer preperation,13,6
954,New,Summer preperation,27,7
955,New,Pre-fall shopping,12,7
956,VIP,Pre-fall shopping,29,7
957,VIP,Pre-fall shopping,30,5
958,Loyal,Summer preperation,30,1
959,VIP,Back to school,13,3
960,New,Summer preperation,29,4
961,New,Christmas present,5,2
962,VIP,Christmas present,20,6
963,New,Christmas present,27,9
964,New,Christmas present,18,1
965,New,Christmas present,20,3
966,VIP,Pre-fall shopping,9,1
967,VIP,Back to school,23,1
968,New,Summer preperation,12,7
969,New,Pre-fall shopping,18,4
970,VIP,Summer preperation,11,9
971,VIP,Pre-fall shopping,8,2
972,New,Christmas present,23,4
973,VIP,Back to school,10,3
974,New,Pre-fall shopping,24,9
975,New,Summer preperation,13,1
976,New,Christmas present,5,8
977,Loyal,Back to school,20,9
978,VIP,Summer preperation,7,1
979,VIP,Pre-fall shopping,19,8
980,VIP,Pre-fall shopping,19,2
981,VIP,Pre-fall shopping,17,5
982,New,Christmas present,12,2
983,VIP,Pre-fall shopping,8,1
984,VIP,Christmas present,13,1
985,VIP,Christmas present,18,5
986,VIP,Christmas present,17,5
987,VIP,Summer preperation,11,9
988,Loyal,Pre-fall shopping,19,5
989,New,Christmas present,14,4
990,VIP,Back to school,17,7
991,Loyal,Back to school,2,1
992,Loyal,Back to school,2,4
993,VIP,Christmas present,25,6
994,VIP,Christmas present,6,2
995,VIP,Pre-fall shopping,13,9
996,VIP,Christmas present,20,7
997,Loyal,Christmas present,14,1
998,Loyal,Back to school,5,8
999,VIP,Christmas present,8,7
1000,Loyal,Back to school,19,2
1001,New,Pre-fall shopping,3,6
1002,Loyal,Back to school,20,2
1003,New,Pre-fall shopping,12,4
1004,VIP,Christmas present,21,8
1005,Loyal,Back to school,19,8
1006,New,Summer preperation,5,3
1007,New,Summer preperation,12,5
1008,VIP,Summer preperation,4,8
1009,New,Christmas present,25,5
1010,Loyal,Back to school,8,5
1011,Loyal,Back to school,24,3
1012,Loyal,Summer preperation,20,7
1013,New,Pre-fall shopping,13,8
1014,Loyal,Pre-fall shopping,30,1
1015,New,Summer preperation,22,8
1016,VIP,Pre-fall shopping,15,6
1017,VIP,Christmas present,24,6
1018,VIP,Back to school,6,5
1019,Loyal,Pre-fall shopping,15,6
1020,New,Back to school,20,6
1021,Loyal,Back to school,12,8
1022,New,Pre-fall shopping,23,1
1023,Loyal,Back to school,5,8
1024,New,Back to school,8,2
1025,New,Back to school,18,9
1026,New,Summer preperation,23,6
1027,New,Summer preperation,24,9
1028,New,Summer preperation,21,9
1029,Loyal,Summer preperation,19,3
1030,Loyal,Summer preperation,19,7
1031,VIP,Pre-fall shopping,21,2
1032,New,Christmas present,25,3
1033,New,Pre-fall shopping,25,8
1034,Loyal,Christmas present,30,5
1035,Loyal,Back to school,20,4
1036,New,Back to school,11,8
1037,New,Summer preperation,19,3
1038,VIP,Summer preperation,20,8
1039,VIP,Christmas present,3,7
1040,New,Summer preperation,23,2
1041,VIP,Back to school,3,6
1042,Loyal,Pre-fall shopping,17,5
1043,New,Pre-fall shopping,24,5
1044,Loyal,Summer preperation,3,1
1045,New,Summer preperation,17,4
1046,Loyal,Summer preperation,17,9
1047,New,Pre-fall shopping,8,7
1048,New,Summer preperation,28,4
1049,New,Back to school,21,1
1050,New,Pre-fall shopping,22,1
1051,VIP,Back to school,2,9
1052,VIP,Pre-fall shopping,15,4
1053,Loyal,Pre-fall shopping,30,5
1054,Loyal,Pre-fall shopping,5,6
1055,New,Back to school,25,9
1056,Loyal,Back to school,30,4
1057,VIP,Christmas present,8,3
1058,New,Summer preperation,21,6
1059,VIP,Christmas present,9,6
1060,VIP,Christmas present,18,5
1061,Loyal,Christmas present,7,4
1062,New,Summer preperation,19,4
1063,Loyal,Pre-fall shopping,22,7
1064,VIP,Summer preperation,10,5
1065,Loyal,Pre-fall shopping,10,3
1066,New,Summer preperation,30,9
1067,Loyal,Summer preperation,29,9
1068,Loyal,Christmas present,7,3
1069,New,Back to school,6,5
1070,Loyal,Summer preperation,10,4
1071,VIP,Christmas present,16,8
1072,Loyal,Back to school,23,5
1073,Loyal,Pre-fall shopping,12,6
1074,New,Summer preperation,11,2
1075,New,Pre-fall shopping,13,9
1076,New,Pre-fall shopping,12,1
1077,New,Summer preperation,20,9
1078,New,Christmas present,3,1
1079,VIP,Christmas present,16,8
1080,New,Christmas present,29,2
1081,VIP,Pre-fall shopping,27,9
1082,Loyal,Back to school,10,8
1083,New,Christmas present,8,9
1084,New,Pre-fall shopping,29,6
1085,Loyal,Christmas present,23,1
1086,VIP,Pre-fall shopping,7,3
1087,New,Christmas present,5,6
1088,VIP,Pre-fall shopping,5,8
1089,New,Summer preperation,10,6
1090,VIP,Christmas present,21,4
1091,VIP,Pre-fall shopping,6,9
1092,New,Back to school,10,5
1093,New,Summer preperation,29,8
1094,Loyal,Summer preperation,19,4
1095,Loyal,Summer preperation,21,3
1096,Loyal,Back to school,16,1
1097,New,Christmas present,28,2
1098,New,Pre-fall shopping,7,1
1099,VIP,Pre-fall shopping,15,6
1100,New,Back to school,10,6
1101,Loyal,Christmas present,22,7
1102,Loyal,Christmas present,26,6
1103,Loyal,Pre-fall shopping,28,8
1104,Loyal,Back to school,30,4
1105,New,Back to school,14,7
1106,Loyal,Back to school,2,2
1107,Loyal,Summer preperation,22,3
1108,VIP,Back to school,10,2
1109,Loyal,Christmas present,14,5
1110,Loyal,Summer preperation,12,4
1111,New,Pre-fall shopping,23,8
1112,Loyal,Summer preperation,15,5
1113,VIP,Pre-fall shopping,26,8
1114,VIP,Summer preperation,8,5
1115,New,Summer preperation,17,1
1116,VIP,Christmas present,22,3
1117,New,Back to school,17,7
1118,New,Christmas present,13,3
1119,New,Pre-fall shopping,9,2
1120,VIP,Summer preperation,28,7
1121,New,Pre-fall shopping,14,1
1122,VIP,Back to school,18,6
1123,Loyal,Back to school,24,3
1124,VIP,Pre-fall shopping,3,5
1125,VIP,Summer preperation,21,8
1126,Loyal,Pre-fall shopping,24,4
1127,VIP,Christmas present,7,8
1128,VIP,Christmas present,9,9
1129,New,Summer preperation,19,3
1130,Loyal,Summer preperation,18,1
1131,New,Summer preperation,3,4
1132,New,Back to school,28,3
1133,VIP,Back to school,24,4
1134,Loyal,Pre-fall shopping,28,9
1135,Loyal,Back to school,2,4
1136,VIP,Pre-fall shopping,22,1
1137,VIP,Summer preperation,17,2
1138,New,Christmas present,15,7
1139,VIP,Pre-fall shopping,21,7
1140,New,Back to school,9,6
1141,New,Pre-fall shopping,4,6
1142,Loyal,Back to school,21,4
1143,VIP,Back to school,4,8
1144,New,Christmas present,9,9
1145,New,Christmas present,27,6
1146,VIP,Back to school,27,7
1147,VIP,Pre-fall shopping,11,8
1148,Loyal,Summer preperation,8,1
1149,New,Summer preperation,30,7
1150,New,Back to school,26,3
1151,Loyal,Christmas present,13,7
1152,Loyal,Summer preperation,14,4
1153,New,Christmas present,22,7
1154,New,Christmas present,6,1
1155,Loyal,Christmas present,13,8
1156,VIP,Christmas present,3,4
1157,New,Summer preperation,27,4
1158,VIP,Pre-fall shopping,17,3
1159,Loyal,Back to school,21,2
1160,Loyal,Summer preperation,9,8
1161,VIP,Christmas present,23,6
1162,VIP,Summer preperation,3,4
1163,VIP,Back to school,16,7
1164,New,Summer preperation,19,6
1165,Loyal,Back to school,13,5
1166,New,Christmas present,5,6
1167,Loyal,Christmas present,29,4
1168,VIP,Christmas present,9,7
1169,VIP,Pre-fall shopping,16,4
1170,Loyal,Pre-fall shopping,10,5
1171,VIP,Pre-fall shopping,27,8
1172,Loyal,Christmas present,13,5
1173,New,Back to school,28,7
1174,New,Summer preperation,17,3
1175,New,Christmas present,22,5
1176,VIP,Summer preperation,25,5
1177,Loyal,Back to school,16,7
1178,VIP,Christmas present,19,4
1179,New,Christmas present,18,1
1180,New,Pre-fall shopping,19,8
1181,Loyal,Pre-fall shopping,17,8
1182,VIP,Summer preperation,5,2
1183,VIP,Pre-fall shopping,28,8
1184,Loyal,Christmas present,16,8
1185,VIP,Pre-fall shopping,22,9
1186,New,Summer preperation,14,1
1187,VIP,Christmas present,29,3
1188,New,Christmas present,30,6
1189,New,Christmas present,19,4
1190,New,Summer preperation,30,1
1191,New,Pre-fall shopping,27,8
1192,VIP,Back to school,5,5
1193,Loyal,Back to school,15,2
1194,Loyal,Pre-fall shopping,2,9
1195,New,Back to school,15,8
1196,Loyal,Summer preperation,29,4
1197,New,Pre-fall shopping,17,7
1198,VIP,Summer preperation,9,7
1199,Loyal,Christmas present,20,2
1200,VIP,Back to school,29,6
1201,VIP,Back to school,22,6
1202,New,Pre-fall shopping,5,8
1203,New,Summer preperation,13,3
1204,VIP,Back to school,2,7
1205,Loyal,Christmas present,14,8
1206,Loyal,Christmas present,6,8
1207,Loyal,Pre-fall shopping,19,8
1208,Loyal,Back to school,23,1
1209,Loyal,Christmas present,28,5
1210,New,Christmas present,11,9
1211,Loyal,Pre-fall shopping,22,7
1212,Loyal,Summer preperation,13,2
1213,VIP,Christmas present,30,3
1214,New,Back to school,17,2
1215,Loyal,Summer preperation,17,8
1216,New,Back to school,10,1
1217,New,Summer preperation,14,3
1218,VIP,Christmas present,23,6
1219,VIP,Christmas present,30,8
1220,Loyal,Pre-fall shopping,25,4
1221,Loyal,Pre-fall shopping,8,9
1222,VIP,Pre-fall shopping,13,9
1223,New,Summer preperation,2,5
1224,Loyal,Pre-fall shopping,23,5
1225,VIP,Summer preperation,27,5
1226,VIP,Back to school,3,1
1227,VIP,Summer preperation,26,8
1228,Loyal,Back to school,17,1
1229,New,Summer preperation,19,2
1230,VIP,Pre-fall shopping,3,2
1231,VIP,Christmas present,14,3
1232,Loyal,Summer preperation,7,1
1233,New,Christmas present,14,4
1234,Loyal,Christmas present,3,2
1235,New,Back to school,14,3
1236,New,Christmas present,19,8
1237,Loyal,Christmas present,21,4
1238,New,Pre-fall shopping,14,7
1239,New,Back to school,22,6
1240,New,Summer preperation,25,4
1241,New,Back to school,17,7
1242,VIP,Summer preperation,12,9
1243,New,Pre-fall shopping,26,6
1244,Loyal,Christmas present,25,3
1245,Loyal,Pre-fall shopping,28,7
1246,VIP,Pre-fall shopping,14,8
1247,New,Christmas present,11,3
1248,New,Summer preperation,22,8
1249,VIP,Summer preperation,21,6
1250,Loyal,Christmas present,17,4
1251,Loyal,Pre-fall shopping,13,2
1252,VIP,Pre-fall shopping,23,2
1253,VIP,Pre-fall shopping,13,6
1254,Loyal,Christmas present,16,2
1255,Loyal,Back to school,28,8
1256,VIP,Summer preperation,16,9
1257,Loyal,Pre-fall shopping,12,4
1258,New,Christmas present,22,1
1259,Loyal,Christmas present,10,7
1260,Loyal,Pre-fall shopping,18,5
1261,VIP,Christmas present,11,3
1262,VIP,Christmas present,19,5
1263,New,Back to school,2,8
1264,VIP,Summer preperation,7,5
1265,New,Pre-fall shopping,30,6
1266,New,Pre-fall shopping,16,4
1267,Loyal,Summer preperation,3,7
1268,New,Pre-fall shopping,13,6
1269,Loyal,Back to school,28,6
1270,VIP,Pre-fall shopping,30,6
1271,Loyal,Back to school,4,7
1272,New,Christmas present,16,8
1273,VIP,Summer preperation,5,4
1274,New,Back to school,20,4
1275,Loyal,Summer preperation,15,5
1276,New,Summer preperation,5,9
1277,Loyal,Summer preperation,29,7
1278,VIP,Back to school,25,7
1279,Loyal,Pre-fall shopping,15,9
1280,New,Back to school,12,2
1281,Loyal,Pre-fall shopping,20,6
1282,VIP,Christmas present,18,7
1283,VIP,Summer preperation,18,7
1284,VIP,Pre-fall shopping,22,6
1285,Loyal,Christmas present,16,7
1286,New,Pre-fall shopping,20,8
1287,Loyal,Christmas present,26,4
1288,Loyal,Pre-fall shopping,18,3
1289,VIP,Christmas present,20,8
1290,New,Christmas present,15,4
1291,Loyal,Back to school,26,3
1292,VIP,Pre-fall shopping,27,7
1293,New,Pre-fall shopping,19,1
1294,New,Back to school,7,7
1295,Loyal,Pre-fall shopping,15,9
1296,Loyal,Pre-fall shopping,11,3
1297,VIP,Pre-fall shopping,16,4
1298,New,Summer preperation,19,5
1299,New,Christmas present,2,3
1300,VIP,Pre-fall shopping,22,6
1301,New,Pre-fall shopping,30,4
1302,VIP,Pre-fall shopping,3,4
1303,Loyal,Christmas present,6,9
1304,New,Christmas present,10,2
1305,VIP,Pre-fall shopping,10,5
1306,VIP,Back to school,23,3
1307,New,Pre-fall shopping,9,6
1308,VIP,Pre-fall shopping,30,7
1309,Loyal,Back to school,20,3
1310,VIP,Pre-fall shopping,8,6
1311,Loyal,Back to school,24,3
1312,New,Christmas present,23,1
1313,New,Pre-fall shopping,6,1
1314,VIP,Back to school,27,1
1315,VIP,Summer preperation,8,4
1316,VIP,Summer preperation,22,1
1317,New,Christmas present,11,8
1318,VIP,Summer preperation,28,8
1319,Loyal,Christmas present,18,1
1320,Loyal,Christmas present,28,7
1321,VIP,Christmas present,26,8
1322,VIP,Pre-fall shopping,15,8
1323,New,Christmas present,3,9
1324,VIP,Back to school,9,2
1325,Loyal,Christmas present,17,1
1326,VIP,Christmas present,5,8
1327,Loyal,Christmas present,2,1
1328,New,Pre-fall shopping,29,5
1329,Loyal,Pre-fall shopping,26,6
1330,VIP,Summer preperation,19,2
1331,VIP,Back to school,8,9
1332,Loyal,Pre-fall shopping,25,5
1333,Loyal,Christmas present,4,7
1334,New,Christmas present,7,6
1335,VIP,Pre-fall shopping,4,5
1336,New,Summer preperation,10,4
1337,Loyal,Christmas present,4,1
1338,New,Christmas present,5,8
1339,Loyal,Christmas present,27,6
1340,VIP,Summer preperation,5,2
1341,Loyal,Summer preperation,19,4
1342,Loyal,Summer preperation,13,4
1343,Loyal,Summer preperation,13,3
1344,VIP,Christmas present,6,2
1345,New,Pre-fall shopping,21,2
1346,New,Summer preperation,11,7
1347,Loyal,Summer preperation,15,3
1348,Loyal,Summer preperation,26,7
1349,New,Pre-fall shopping,18,5
1350,VIP,Back to school,21,6
1351,Loyal,Pre-fall shopping,26,7
1352,Loyal,Pre-fall shopping,30,3
1353,New,Back to school,14,3
1354,VIP,Back to school,21,8
1355,VIP,Summer preperation,19,5
1356,VIP,Back to school,12,6
1357,VIP,Christmas present,21,3
1358,New,Summer preperation,2,8
1359,VIP,Summer preperation,13,7
1360,VIP,Back to school,29,3
1361,VIP,Summer preperation,7,3
1362,Loyal,Christmas present,27,7
1363,VIP,Back to school,7,7
1364,Loyal,Summer preperation,14,4
1365,VIP,Summer preperation,6,8
1366,VIP,Christmas present,3,6
1367,Loyal,Christmas present,25,6
1368,Loyal,Summer preperation,30,8
1369,New,Back to school,24,2
1370,New,Pre-fall shopping,12,1
1371,Loyal,Pre-fall shopping,11,5
1372,New,Christmas present,23,8
1373,New,Pre-fall shopping,5,7
1374,VIP,Pre-fall shopping,11,7
1375,VIP,Back to school,12,6
1376,VIP,Christmas present,18,7
1377,VIP,Back to school,5,9
1378,Loyal,Pre-fall shopping,4,2
1379,Loyal,Summer preperation,18,6
1380,Loyal,Summer preperation,8,1
1381,VIP,Christmas present,25,6
1382,Loyal,Pre-fall shopping,24,2
1383,VIP,Pre-fall shopping,21,8
1384,New,Christmas present,13,4
1385,Loyal,Christmas present,29,8
1386,New,Christmas present,4,1
1387,Loyal,Back to school,15,9
1388,Loyal,Pre-fall shopping,5,4
1389,Loyal,Pre-fall shopping,9,7
1390,VIP,Christmas present,23,9
1391,VIP,Christmas present,15,5
1392,New,Pre-fall shopping,21,1
1393,VIP,Christmas present,7,3
1394,New,Christmas present,22,5
1395,Loyal,Summer preperation,2,8
1396,Loyal,Back to school,8,8
1397,Loyal,Christmas present,20,8
1398,Loyal,Pre-fall shopping,15,7
1399,VIP,Back to school,24,4
1400,New,Christmas present,8,6
1401,VIP,Pre-fall shopping,11,6
1402,New,Back to school,24,8
1403,Loyal,Summer preperation,17,7
1404,Loyal,Christmas present,7,2
1405,VIP,Pre-fall shopping,5,7
1406,VIP,Pre-fall shopping,30,8
1407,VIP,Pre-fall shopping,27,1
1408,New,Back to school,19,6
1409,Loyal,Back to school,18,6
1410,VIP,Back to school,12,8
1411,Loyal,Pre-fall shopping,17,4
1412,VIP,Back to school,3,4
1413,Loyal,Back to school,5,6
1414,New,Back to school,24,5
1415,VIP,Summer preperation,17,5
1416,VIP,Christmas present,5,9
1417,VIP,Back to school,4,8
1418,New,Summer preperation,28,2
1419,New,Pre-fall shopping,11,5
1420,VIP,Christmas present,28,8
1421,New,Summer preperation,4,1
1422,VIP,Summer preperation,20,5
1423,Loyal,Christmas present,5,9
1424,New,Christmas present,11,3
1425,VIP,Pre-fall shopping,30,1
1426,Loyal,Pre-fall shopping,17,3
1427,New,Summer preperation,18,5
1428,New,Christmas present,29,9
1429,New,Christmas present,19,1
1430,Loyal,Back to school,21,3
1431,New,Back to school,28,1
1432,New,Christmas present,17,5
1433,New,Summer preperation,24,9
1434,New,Christmas present,28,5
1435,Loyal,Summer preperation,4,6
1436,New,Christmas present,10,7
1437,Loyal,Summer preperation,11,1
1438,Loyal,Back to school,16,4
1439,VIP,Christmas present,8,8
1440,New,Summer preperation,28,3
1441,Loyal,Pre-fall shopping,12,5
1442,VIP,Christmas present,26,5
1443,VIP,Summer preperation,3,1
1444,VIP,Summer preperation,30,8
1445,VIP,Summer preperation,24,6
1446,VIP,Back to school,5,9
1447,Loyal,Summer preperation,29,4
1448,New,Back to school,30,9
1449,Loyal,Christmas present,27,7
1450,New,Back to school,25,7
1451,Loyal,Pre-fall shopping,25,2
1452,New,Christmas present,3,8
1453,New,Back to school,9,4
1454,Loyal,Pre-fall shopping,3,9
1455,Loyal,Summer preperation,26,1
1456,VIP,Summer preperation,10,7
1457,Loyal,Pre-fall shopping,15,1
1458,New,Summer preperation,15,2
1459,VIP,Back to school,23,9
1460,New,Back to school,7,3
1461,Loyal,Pre-fall shopping,11,2
1462,VIP,Summer preperation,15,9
1463,Loyal,Back to school,25,3
1464,VIP,Pre-fall shopping,29,8
1465,Loyal,Back to school,3,4
1466,New,Christmas present,25,8
1467,VIP,Christmas present,7,9
1468,Loyal,Back to school,10,9
1469,VIP,Summer preperation,5,7
1470,New,Pre-fall shopping,8,1
1471,New,Christmas present,10,8
1472,Loyal,Back to school,18,7
1473,New,Summer preperation,10,4
1474,New,Summer preperation,4,2
1475,VIP,Summer preperation,3,7
1476,Loyal,Pre-fall shopping,29,2
1477,New,Pre-fall shopping,25,1
1478,New,Back to school,23,5
1479,New,Summer preperation,8,3
1480,New,Pre-fall shopping,18,1
1481,VIP,Back to school,10,3
1482,Loyal,Back to school,23,4
1483,Loyal,Summer preperation,8,8
1484,VIP,Christmas present,28,4
1485,VIP,Summer preperation,11,4
1486,VIP,Back to school,10,1
1487,New,Christmas present,13,3
1488,VIP,Pre-fall shopping,6,6
1489,VIP,Back to school,14,1
1490,New,Summer preperation,23,4
1491,Loyal,Back to school,29,1
1492,New,Back to school,15,2
1493,Loyal,Pre-fall shopping,17,9
1494,Loyal,Summer preperation,9,3
1495,VIP,Pre-fall shopping,22,5
1496,Loyal,Summer preperation,12,8
1497,VIP,Christmas present,8,9
1498,New,Summer preperation,16,8
1499,VIP,Back to school,30,9
1500,Loyal,Christmas present,16,6
1501,New,Back to school,28,2
1502,Loyal,Christmas present,23,6
1503,New,Christmas present,16,5
1504,VIP,Pre-fall shopping,9,6
1505,Loyal,Back to school,24,2
1506,VIP,Back to school,10,4
1507,Loyal,Pre-fall shopping,28,5
1508,New,Summer preperation,3,2
1509,VIP,Summer preperation,28,4
1510,New,Summer preperation,12,3
1511,VIP,Back to school,21,1
1512,VIP,Pre-fall shopping,3,1
1513,New,Pre-fall shopping,3,2
1514,Loyal,Summer preperation,16,9
1515,New,Christmas present,23,1
1516,VIP,Summer preperation,13,2
1517,New,Back to school,29,9
1518,Loyal,Christmas present,27,4
1519,Loyal,Christmas present,4,7
1520,VIP,Summer preperation,7,3
1521,Loyal,Christmas present,15,7
1522,Loyal,Pre-fall shopping,5,7
1523,New,Back to school,27,8
1524,VIP,Christmas present,23,6
1525,Loyal,Back to school,7,2
1526,Loyal,Summer preperation,27,8
1527,VIP,Pre-fall shopping,19,8
1528,VIP,Back to school,17,1
1529,Loyal,Christmas present,26,9
1530,New,Summer preperation,14,4
1531,New,Pre-fall shopping,15,9
1532,VIP,Summer preperation,15,4
1533,Loyal,Pre-fall shopping,24,4
1534,Loyal,Christmas present,16,3
1535,VIP,Pre-fall shopping,19,9
1536,Loyal,Christmas present,4,1
1537,New,Christmas present,18,5
1538,New,Pre-fall shopping,15,3
1539,Loyal,Back to school,10,4
1540,New,Pre-fall shopping,30,8
1541,Loyal,Back to school,19,6
1542,Loyal,Christmas present,8,9
1543,Loyal,Back to school,15,2
1544,VIP,Back to school,2,4
1545,New,Pre-fall shopping,10,9
1546,Loyal,Christmas present,4,8
1547,New,Summer preperation,13,8
1548,Loyal,Pre-fall shopping,4,7
1549,VIP,Pre-fall shopping,14,1
1550,Loyal,Back to school,26,4
1551,VIP,Christmas present,15,2
1552,Loyal,Back to school,20,1
1553,VIP,Pre-fall shopping,26,6
1554,Loyal,Back to school,13,5
1555,VIP,Christmas present,9,2
1556,VIP,Pre-fall shopping,26,2
1557,Loyal,Christmas present,20,3
1558,VIP,Christmas present,17,2
1559,VIP,Back to school,26,9
1560,Loyal,Pre-fall shopping,11,5
1561,New,Pre-fall shopping,26,9
1562,VIP,Christmas present,8,7
1563,Loyal,Summer preperation,28,2
1564,Loyal,Back to school,2,7
1565,New,Summer preperation,28,5
1566,New,Back to school,8,7
1567,VIP,Pre-fall shopping,19,4
1568,VIP,Back to school,28,1
1569,New,Summer preperation,25,8
1570,Loyal,Summer preperation,5,6
1571,Loyal,Back to school,29,2
1572,Loyal,Back to school,26,9
1573,VIP,Pre-fall shopping,8,1
1574,VIP,Back to school,19,7
1575,Loyal,Pre-fall shopping,23,4
1576,Loyal,Christmas present,18,7
1577,Loyal,Summer preperation,7,3
1578,New,Summer preperation,25,8
1579,Loyal,Christmas present,15,3
1580,Loyal,Christmas present,2,8
1581,VIP,Summer preperation,28,2
1582,New,Back to school,25,9
1583,Loyal,Back to school,25,6
1584,VIP,Pre-fall shopping,4,6
1585,Loyal,Back to school,9,6
1586,Loyal,Summer preperation,23,2
1587,VIP,Christmas present,10,8
1588,New,Summer preperation,23,3
1589,VIP,Christmas present,4,1
1590,New,Back to school,25,2
1591,New,Christmas present,10,2
1592,New,Christmas present,6,9
1593,New,Christmas present,11,5
1594,New,Pre-fall shopping,4,5
1595,VIP,Christmas present,28,7
1596,New,Back to school,10,4
1597,Loyal,Summer preperation,17,5
1598,Loyal,Summer preperation,8,1
1599,Loyal,Pre-fall shopping,24,1
1600,New,Pre-fall shopping,26,4
1601,New,Summer preperation,6,4
1602,VIP,Back to school,20,3
1603,New,Christmas present,11,3
1604,VIP,Pre-fall shopping,11,6
1605,New,Pre-fall shopping,29,8
1606,Loyal,Summer preperation,17,2
1607,VIP,Back to school,9,5
1608,New,Back to school,22,1
1609,VIP,Back to school,13,4
1610,New,Back to school,7,1
1611,VIP,Back to school,24,2
1612,New,Summer preperation,12,3
1613,VIP,Pre-fall shopping,20,6
1614,Loyal,Summer preperation,17,4
1615,VIP,Summer preperation,6,1
1616,New,Summer preperation,22,2
1617,New,Pre-fall shopping,5,4
1618,New,Christmas present,20,8
1619,New,Summer preperation,6,7
1620,VIP,Christmas present,3,1
1621,Loyal,Summer preperation,5,5
1622,VIP,Summer preperation,26,2
1623,New,Pre-fall shopping,30,1
1624,Loyal,Christmas present,26,5
1625,Loyal,Back to school,10,3
1626,New,Pre-fall shopping,29,6
1627,New,Summer preperation,30,9
1628,VIP,Pre-fall shopping,12,3
1629,New,Pre-fall shopping,23,8
1630,New,Back to school,27,2
1631,VIP,Pre-fall shopping,14,4
1632,New,Christmas present,14,2
1633,Loyal,Pre-fall shopping,5,5
1634,Loyal,Pre-fall shopping,3,9
